"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=%20Anura"
"Access Time","Fri 2017-02-03 06:26:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name"," Anura"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0678"
"Records Found","1413"
"Records Returned","1413"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"545324","occ","","","14538","Pelobatidae ? indet.","family","37449","","Pelobatidae","family","37449","Lancian","","70.6","66","803"
"545370","occ","","","57124","Anura indet.","order","37422","","Anura","order","97112","Late Bathonian","","167.7","164.7","10557"
"545371","occ","22469","","57124","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Late Bathonian","","167.7","164.7","10557"
"545405","occ","","","57125","Anura indet.","order","37422","","Anura","order","97112","Late Bathonian","","167.7","164.7","10557"
"545406","occ","22467","","57125","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Late Bathonian","","167.7","164.7","10557"
"546096","occ","","","12816","n. gen. Comobatrachus n. sp. aenigmaticus","species","156538","misspelling of, nomen dubium","Anura","order","97112","Kimmeridgian","Tithonian","157.3","145","15498"
"558952","occ","","","58089","Anura indet.","order","37422","","Anura","order","97112","Irvingtonian","","1.8","0.3","15601"
"559071","occ","","","58101","Anura indet.","order","37422","","Anura","order","97112","Maastrichtian","","72.1","66","15616"
"559668","occ","","","58166","Gobiates kizylkumensis","species","202826","","Gobiates kizylkumensis","species","202826","Coniacian","","89.8","86.3","16510"
"565580","occ","","","59129","Pelodytidae ? indet.","family","37455","","Pelodytidae","family","37455","Lutetian","","47.8","41.3","16873"
"565581","occ","","","59129","Anura indet.","order","37422","","Anura","order","97112","Lutetian","","47.8","41.3","16873"
"566022","occ","","","59269","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Late Campanian","","83.5","70.6","16947"
"566023","occ","","","59269","Palaeobatrachidae indet.","family","37445","","Palaeobatrachidae","family","37445","Late Campanian","","83.5","70.6","16947"
"566037","occ","","","59269","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","16947"
"567014","occ","","","47782","Anura indet.","order","37422","","Anura","order","97112","Early Campanian","","83.5","70.6","12788"
"574035","occ","","","57913","Anura indet.","order","37422","","Anura","order","97112","Kimmeridgian","","157.3","152.1","15179"
"574036","occ","","","57913","n. gen. Rhadinosteus n. sp. parvus","species","81823","","Rhadinosteus parvus","species","81823","Kimmeridgian","","157.3","152.1","17758"
"574037","occ","","","57913","Enneabatrachus sp.","genus","53191","","Enneabatrachus","genus","53191","Kimmeridgian","","157.3","152.1","15179"
"574038","occ","","","57913","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","Kimmeridgian","","157.3","152.1","15179"
"574435","occ","","","60397","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","Maastrichtian","","72.1","66","17376"
"574444","occ","28789","","58102","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","Maastrichtian","","72.1","66","47228"
"574452","occ","","","58100","Anura indet.","order","37422","","Anura","order","97112","Maastrichtian","","72.1","66","17380"
"582770","occ","21765","","61326","Anura indet.","order","150288","","Anura","order","97112","Early Aptian","","125.45","122.46","29955"
"582786","occ","27360","","53918","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","Late Campanian","Early Maastrichtian","83.5","66","42686"
"583622","occ","","","61319","Anura indet.","order","37422","","Anura","order","97112","Late Barremian","","130","125.45","18607"
"583633","occ","","","61377","Anura indet.","order","37422","","Anura","order","97112","Early Bathonian","","167.7","164.7","17687"
"584196","occ","","","52865","Anura indet.","order","37422","","Anura","order","97112","Late Aptian","","122.46","112.03","17724"
"587323","occ","","","61889","Anura indet.","order","37422","","Anura","order","97112","Late Barremian","","130","125.45","17880"
"588028","occ","","","58199","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Aptian","","125","113","17903"
"589417","occ","","","46875","Anura indet.","order","37422","","Anura","order","97112","Barremian","","129.4","125","17976"
"591901","occ","","","62637","Anura indet.","order","37422","","Anura","order","97112","Hauterivian","","132.9","129.4","18071"
"591917","occ","","","22710","Anura indet.","order","37422","","Anura","order","97112","Albian","","113","100.5","18072"
"596003","occ","","","63150","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Late Pleistocene","","0.126","0.0117","18185"
"596004","occ","","","63150","Rana clamitans","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","18185"
"596732","occ","","","63224","Bufo americanus","species","133747","","Bufo americanus","species","133747","Late Pleistocene","","0.126","0.0117","18196"
"597499","occ","","","63338","Anura indet.","order","37422","","Anura","order","97112","Holocene","","0.0117","0","17632"
"598337","occ","","","63428","Bufo sp.","genus","37465","","Bufo","genus","37465","Holocene","","0.0117","0","18245"
"598355","occ","","","63429","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","Holocene","0.126","0","18245"
"599224","occ","","","17636","Scaphiopus n. sp. neuter","species","84028","recombined as","Spea neuter","species","84028","Geringian","","30.8","26.3","18285"
"600996","occ","","","63886","Anura indet.","order","37422","","Anura","order","97112","Late Pleistocene","","0.126","0.0117","18357"
"604676","occ","","","61319","Wealdenbatrachus n. sp. jucarensis","species","156582","species not entered","Wealdenbatrachus","genus","156582","Late Barremian","","130","125.45","18607"
"623911","occ","","","20495","Bufo sp.","genus","37465","","Bufo","genus","37465","Rancholabrean","","0.3","0.012","19165"
"623912","occ","","","20495","Rana sp.","genus","37481","","Rana","genus","37481","Rancholabrean","","0.3","0.012","19165"
"623913","occ","","","20495","Hylidae indet.","family","37469","","Hylidae","family","37469","Rancholabrean","","0.3","0.012","19165"
"625678","occ","","","20387","Anura indet.","order","37422","","Anura","order","97112","Irvingtonian","","1.8","0.3","19234"
"625684","occ","","","20431","Rana sp.","genus","37481","","Rana","genus","37481","Irvingtonian","","1.8","0.3","19234"
"628832","occ","","","13334","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","Maastrichtian","","72.1","66","19377"
"628837","occ","","","67808","Eodiscoglossus sp.","genus","37428","","Eodiscoglossus","genus","37428","Maastrichtian","","72.1","66","19377"
"628843","occ","","","67809","Anura indet.","order","37422","","Anura","order","97112","Maastrichtian","","72.1","66","19377"
"628850","occ","","","67810","Anura indet.","order","37422","","Anura","order","97112","Maastrichtian","","72.1","66","19377"
"629029","occ","","","67817","Eodiscoglossus sp.","genus","37428","","Eodiscoglossus","genus","37428","Late Maastrichtian","","70.6","66","19377"
"629034","occ","","","67818","Eodiscoglossus sp.","genus","37428","","Eodiscoglossus","genus","37428","Late Maastrichtian","","70.6","66","19377"
"629051","occ","","","67819","Eodiscoglossus sp.","genus","37428","","Eodiscoglossus","genus","37428","Late Maastrichtian","","70.6","66","19377"
"629054","occ","","","67820","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","Late Maastrichtian","","70.6","66","19377"
"629490","occ","","","18268","Scaphiopus sp.","genus","37454","","Scaphiopus","genus","37454","Clarendonian","","13.6","10.3","19395"
"629491","occ","","","18268","Bufo sp.","genus","37465","","Bufo","genus","37465","Clarendonian","","13.6","10.3","19395"
"629492","occ","","","18268","Bufo pliocompactilis","species","110940","","Bufo pliocompactilis","species","110940","Clarendonian","","13.6","10.3","19395"
"629493","occ","","","18268","Rana sp.","genus","37481","","Rana","genus","37481","Clarendonian","","13.6","10.3","19395"
"632142","occ","","","67985","Eodiscoglossus santonjae","species","57536","","Eodiscoglossus santonjae","species","57536","Early Barremian","","130","125.45","19446"
"633317","occ","","","68174","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","Ypresian","","56","47.8","19606"
"635835","occ","30153","","14519","cf. Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Lancian","","70.6","66","52044"
"635836","occ","","","14519","n. gen. Paradiscoglossus n. sp. americanus","species","92264","","Paradiscoglossus americanus","species","92264","Lancian","","70.6","66","19691"
"635837","occ","","","14585","Paradiscoglossus americanus","species","92264","","Paradiscoglossus americanus","species","92264","Late Maastrichtian","","70.6","66","19691"
"635838","occ","18878","","14510","Palaeobatrachus occidentalis","species","92265","","Palaeobatrachus occidentalis","species","92265","Lancian","","70.6","66","19691"
"635839","occ","","","14456","Scotiophryne sp.","genus","63610","","Scotiophryne","genus","63610","Late Campanian","","83.5","70.6","19691"
"635840","occ","","","14519","n. gen. Theatonius n. sp. lancensis","species","92266","","Theatonius lancensis","species","92266","Lancian","","70.6","66","46597"
"638996","occ","","","68775","Lechriodus intergerivus","species","94065","","Lechriodus intergerivus","species","94065","Late Miocene","","11.608","5.333","19849"
"638997","occ","","","68775","Leptodactylidae sp.","genus","37457","","Leptodactylidae","family","37457","Late Miocene","","11.608","5.333","19849"
"639363","occ","","","68813","Discoglossus sp.","genus","37427","","Discoglossus","genus","37427","Late Pliocene","Early Pleistocene","3.6","0.781","19817"
"639367","occ","","","68813","Baleaphryne sp.","genus","94176","subjective synonym of","Alytes","genus","94178","Late Pliocene","Early Pleistocene","3.6","0.781","19817"
"641101","occ","","","69062","Bufo viridis","species","94503","","Bufo viridis","species","94503","Middle Pleistocene","","0.781","0.126","19913"
"641102","occ","","","69062","Discoglossus sp.","genus","37427","","Discoglossus","genus","37427","Middle Pleistocene","","0.781","0.126","19913"
"645229","occ","","","24563","Anura indet.","order","37422","","Anura","order","97112","Kimmeridgian","","157.3","152.1","23379"
"648699","occ","","","70112","Rana sp.","genus","37481","","Rana","genus","37481","Blancan","","4.9","1.8","23536"
"649672","occ","","","19673","Anura indet.","order","37422","","Anura","order","97112","Blancan","","4.9","1.8","2590"
"649699","occ","","","14874","cf. Scotiophryne sp.","genus","63610","","Scotiophryne","genus","63610","Torrejonian","","63.3","61.7","23573"
"649700","occ","","","14874","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Torrejonian","","63.3","61.7","23573"
"650735","occ","","","69098","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 4","","16.9","15.97","23602"
"650736","occ","","","69098","Rana ridibunda","species","330699","recombined as","Pelophylax ridibunda","species","330699","MN 4","","16.9","15.97","23602"
"652735","occ","","","58983","Bufo priscus","species","37465","species not entered","Bufo","genus","37465","Serravallian","","13.82","11.62","23644"
"652736","occ","","","58983","Bufo sp.","genus","37465","","Bufo","genus","37465","Serravallian","","13.82","11.62","23644"
"652737","occ","","","58983","Eopelobates bayeri","species","99655","","Eopelobates bayeri","species","99655","Serravallian","","13.82","11.62","23644"
"652738","occ","","","58983","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Serravallian","","13.82","11.62","23644"
"652739","occ","","","58983","Hyla sp.","genus","37471","","Hyla","genus","37471","Serravallian","","13.82","11.62","23644"
"652740","occ","","","58983","Anura indet.","order","37422","","Anura","order","97112","Serravallian","","13.82","11.62","23644"
"654826","occ","","","70673","Bufo cf. marinus","species","37465","species not entered","Bufo","genus","37465","Early Pleistocene","","2.588","0.781","19694"
"654827","occ","","","70673","Ceratophrys sp.","genus","37467","","Ceratophrys","genus","37467","Early Pleistocene","","2.588","0.781","19694"
"654906","occ","","","70705","Bufo cf. paracnemis","species","37465","species not entered","Bufo","genus","37465","Holocene","","0.0117","0","19694"
"654907","occ","","","70705","Leptodactylus cf. ocellatus","species","37462","species not entered","Leptodactylus","genus","37462","Holocene","","0.0117","0","19694"
"663409","occ","","","55494","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Ypresian","","56","47.8","24154"
"663410","occ","","","55494","Anura indet.","order","37422","","Anura","order","97112","Ypresian","","56","47.8","24154"
"683558","occ","","","73688","Anura indet.","order","37422","","Anura","order","97112","Aptian","","125","113","24704"
"683680","occ","","","20639","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","2588"
"683946","occ","","","73752","cf. Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","2588"
"689443","occ","","","18031","Rana sp.","genus","37481","","Rana","genus","37481","Barstovian","","15.97","13.6","24880"
