"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1264818","occ","","","168015","Erycinae indet.","family","67485","invalid subgroup of","Boidae","family","38086","MN 15","","4.2","3.2","54848"
"1264819","occ","","","168015","Colubridae indet.","family","38127","","Colubridae","family","38127","MN 15","","4.2","3.2","54848"
"1264820","occ","","","168015","Elaphe sp.","genus","38134","","Elaphe","genus","38134","MN 15","","4.2","3.2","54848"
"1264821","occ","","","168015","Vipera (Pelias) sp.","subgenus","318947","","Vipera (Pelias)","subgenus","318946","MN 15","","4.2","3.2","54848"
"1264824","occ","","","50941","Eryx ? sp.","genus","53235","","Eryx","genus","53235","MN 15","","4.2","3.2","54848"
"1264825","occ","","","50941","Colubridae indet.","family","38127","","Colubridae","family","38127","MN 15","","4.2","3.2","54848"
"1264826","occ","","","50941","Elaphe sp.","genus","38134","","Elaphe","genus","38134","MN 15","","4.2","3.2","54848"
"1264827","occ","","","50941","Vipera (Vipera) sp.","subgenus","319678","","Vipera (Vipera)","subgenus","319678","MN 15","","4.2","3.2","54848"
"1264828","occ","","","50941","Vipera (Pelias) sp.","subgenus","318947","","Vipera (Pelias)","subgenus","318946","MN 15","","4.2","3.2","54848"
"1264847","occ","","","168018","Eryx ? sp.","genus","53235","","Eryx","genus","53235","MN 15","","4.2","3.2","54848"
"1264848","occ","","","168018","Colubridae indet.","family","38127","","Colubridae","family","38127","MN 15","","4.2","3.2","54848"
"1264849","occ","","","168018","Vipera (Vipera) sp.","subgenus","319678","","Vipera (Vipera)","subgenus","319678","MN 15","","4.2","3.2","54848"
"1264850","occ","","","168018","Vipera (Pelias) sp.","subgenus","318947","","Vipera (Pelias)","subgenus","318946","MN 15","","4.2","3.2","54848"
"1264855","occ","","","168020","Erycinae indet.","family","67485","invalid subgroup of","Boidae","family","38086","MN 16","","3.2","2.588","54848"
"1264856","occ","","","168020","Colubridae indet.","family","38127","","Colubridae","family","38127","MN 16","","3.2","2.588","54848"
"1264857","occ","","","168020","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","MN 16","","3.2","2.588","54848"
"1264858","occ","","","168020","Vipera (Pelias) sp.","subgenus","318947","","Vipera (Pelias)","subgenus","318946","MN 16","","3.2","2.588","54848"
"1264861","occ","","","168021","Colubridae indet.","family","38127","","Colubridae","family","38127","MN 16","","3.2","2.588","54848"
"1264862","occ","","","168021","Elaphe sp.","genus","38134","","Elaphe","genus","38134","MN 16","","3.2","2.588","54848"
"1264863","occ","","","168021","Vipera (Pelias) sp.","subgenus","318947","","Vipera (Pelias)","subgenus","318946","MN 16","","3.2","2.588","54848"
"1264898","occ","","","168036","Scolecophidia indet.","infraorder","249034","","Scolecophidia","infraorder","38070","Early Miocene","","23.03","15.97","55022"
"1264899","occ","","","168035","cf. Python informal sp. A","genus","38114","obsolete variant of","Python","genus","38114","Early Miocene","","23.03","15.97","55022"
"1264901","occ","","","70807","cf. Python informal sp. B","genus","38114","obsolete variant of","Python","genus","38114","Early Miocene","","23.03","15.97","55022"
"1264902","occ","","","168037","cf. Python informal sp. A","genus","38114","obsolete variant of","Python","genus","38114","Early Miocene","","23.03","15.97","55022"
"1264903","occ","","","70807","Boidae indet.","family","38086","","Boidae","family","38086","Early Miocene","","23.03","15.97","55022"
"1264904","occ","","","168035","Boidae indet.","family","38086","","Boidae","family","38086","Early Miocene","","23.03","15.97","55022"
"1264905","occ","","","168036","Boidae indet.","family","38086","","Boidae","family","38086","Early Miocene","","23.03","15.97","55022"
"1264906","occ","","","146601","Boidae indet.","family","38086","","Boidae","family","38086","Early Miocene","","23.03","15.97","55022"
"1264907","occ","","","168037","Boidae indet.","family","38086","","Boidae","family","38086","Early Miocene","","23.03","15.97","55022"
"1264908","occ","","","168036","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Early Miocene","","23.03","15.97","55022"
"1264909","occ","","","168036","""Colubrinae"" indet.","subfamily","53080","","Colubrinae","subfamily","53080","Early Miocene","","23.03","15.97","55022"
"1264910","occ","","","168035","""Colubrinae"" indet.","subfamily","53080","","Colubrinae","subfamily","53080","Early Miocene","","23.03","15.97","55022"
"1264911","occ","","","70807","""Colubrinae"" indet.","subfamily","53080","","Colubrinae","subfamily","53080","Early Miocene","","23.03","15.97","55022"
"1264912","occ","","","146601","""Colubrinae"" indet.","subfamily","53080","","Colubrinae","subfamily","53080","Early Miocene","","23.03","15.97","55022"
"1264913","occ","","","168035","Colubridae indet.","family","38127","","Colubridae","family","38127","Early Miocene","","23.03","15.97","55022"
"1264914","occ","","","146601","Colubridae indet.","family","38127","","Colubridae","family","38127","Early Miocene","","23.03","15.97","55022"
"1264915","occ","","","146601","Viperidae indet.","family","38156","","Viperidae","family","38156","Early Miocene","","23.03","15.97","55022"
"1264916","occ","","","146601","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Early Miocene","","23.03","15.97","55022"
"1264917","occ","","","168035","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Early Miocene","","23.03","15.97","55022"
"1264918","occ","","","146601","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Early Miocene","","23.03","15.97","55022"
"1265632","occ","","","75481","Typhlops ? sp.","genus","38072","","Typhlops","genus","38072","MN 9","","11.1","9.7","55045"
"1265633","occ","","","75481","Natrix sp.","genus","38138","","Natrix","genus","38138","MN 9","","11.1","9.7","55045"
"1265634","occ","","","75481","Colubrinae informal indet. A","subfamily","53080","obsolete variant of","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55045"
"1265635","occ","","","75481","Colubrinae informal indet. B","subfamily","53080","obsolete variant of","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55045"
"1265636","occ","","","75481","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55045"
"1265637","occ","","","75481","Naja romani","species","64932","","Naja romani","species","64932","MN 9","","11.1","9.7","55045"
"1265638","occ","","","75481","Naja ? sp.","genus","38154","","Naja","genus","38154","MN 9","","11.1","9.7","55045"
"1265639","occ","","","75481","Vipera informal sp. (""aspis"" complex)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 9","","11.1","9.7","55045"
"1265640","occ","","","75481","Vipera informal sp. (""Oriental viper"" group)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 9","","11.1","9.7","55045"
"1266213","occ","","","168132","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","MN 7 + 8","","12.75","11.1","55074"
"1266214","occ","","","168177","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","MN 9","","11.1","9.7","55074"
"1266215","occ","","","168187","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","MN 9","","11.1","9.7","55074"
"1266216","occ","","","168191","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","MN 9","","11.1","9.7","55074"
"1266217","occ","","","168187","Albaneryx cf. volynicus","species","319674","","Albaneryx volynicus","species","319674","MN 9","","11.1","9.7","55074"
"1266466","occ","","","168164","Natrix cf. rudabanyaensis","species","38138","species not entered","Natrix","genus","38138","MN 7 + 8","","12.75","11.1","55074"
"1266467","occ","","","168187","Natrix cf. rudabanyaensis","species","38138","species not entered","Natrix","genus","38138","MN 9","","11.1","9.7","55074"
"1266468","occ","","","168189","Natrix cf. rudabanyaensis","species","38138","species not entered","Natrix","genus","38138","MN 9","","11.1","9.7","55074"
"1266469","occ","","","168191","Natrix cf. rudabanyaensis","species","38138","species not entered","Natrix","genus","38138","MN 9","","11.1","9.7","55074"
"1266470","occ","","","168177","Natrix sp.","genus","38138","","Natrix","genus","38138","MN 9","","11.1","9.7","55074"
"1266471","occ","","","168177","Zamenis sp.","genus","250714","","Zamenis","genus","250714","MN 9","","11.1","9.7","55074"
"1266472","occ","","","168132","Hierophis cf. hungaricus","species","249810","species not entered","Hierophis","genus","249810","MN 7 + 8","","12.75","11.1","55074"
"1266473","occ","","","168164","Hierophis cf. hungaricus","species","249810","species not entered","Hierophis","genus","249810","MN 7 + 8","","12.75","11.1","55074"
"1266474","occ","","","168189","""Coluber"" pouchetii","species","38129","species not entered","Coluber","genus","38129","MN 9","","11.1","9.7","55074"
"1266475","occ","","","168191","""Coluber"" pouchetii","species","38129","species not entered","Coluber","genus","38129","MN 9","","11.1","9.7","55074"
"1266476","occ","","","168187","Colubrinae informal indet. sp. 1","species","53080","species not entered","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55074"
"1266477","occ","","","168190","Colubrinae informal indet. sp. 1","species","53080","species not entered","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55074"
"1266478","occ","","","168177","Colubrinae informal indet. sp. 2","species","53080","species not entered","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55074"
"1266622","occ","","","168191","Colubrinae informal indet. sp. 2","species","53080","species not entered","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55074"
"1266623","occ","","","168191","Colubrinae informal indet. sp. 3","species","53080","species not entered","Colubrinae","subfamily","53080","MN 9","","11.1","9.7","55074"
"1266624","occ","","","168187","Elapidae indet.","family","38153","","Elapidae","family","38153","MN 9","","11.1","9.7","55074"
"1266625","occ","","","168189","Elapidae indet.","family","38153","","Elapidae","family","38153","MN 9","","11.1","9.7","55074"
"1266626","occ","","","168132","Vipera informal sp. (Vipera aspis complex)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 7 + 8","","12.75","11.1","55074"
"1266627","occ","","","168177","Vipera informal sp. (Vipera berus complex)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 9","","11.1","9.7","55074"
"1266628","occ","","","168187","Vipera informal sp. (Vipera berus complex)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 9","","11.1","9.7","55074"
"1266629","occ","","","168191","Vipera informal sp. (Vipera aspis complex)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 9","","11.1","9.7","55074"
"1266630","occ","","","168191","Vipera informal sp. (Vipera berus complex)","genus","38158","obsolete variant of","Vipera","genus","38158","MN 9","","11.1","9.7","55074"
"1266631","occ","","","168132","Viperidae indet.","family","38156","","Viperidae","family","38156","MN 7 + 8","","12.75","11.1","55074"
"1266632","occ","","","168177","Viperidae indet.","family","38156","","Viperidae","family","38156","MN 9","","11.1","9.7","55074"
"1266633","occ","","","168187","Viperidae indet.","family","38156","","Viperidae","family","38156","MN 9","","11.1","9.7","55074"
"1266634","occ","","","168189","Viperidae indet.","family","38156","","Viperidae","family","38156","MN 9","","11.1","9.7","55074"
"1267023","occ","","","68440","Coniophis sp.","genus","38081","","Coniophis","genus","38081","MP 10","","55.8","48.6","43531"
"1267024","occ","","","68440","Calamagras gallicus","species","68035","","Calamagras gallicus","species","68035","MP 10","","55.8","48.6","43531"
"1267025","occ","","","68440","Boidae indet.","family","38086","","Boidae","family","38086","MP 10","","55.8","48.6","43531"
"1267030","occ","","","68440","Dunnophis matronensis","species","319695","","Dunnophis matronensis","species","319695","MP 10","","55.8","48.6","43531"
"1267031","occ","","","68440","cf. Dunnophis sp.","genus","38098","","Dunnophis","genus","38098","MP 10","","55.8","48.6","43531"
"1267072","occ","","","68440","Palaeophis typhaeus","species","89506","","Palaeophis typhaeus","species","89506","MP 10","","55.8","48.6","43531"
"1267073","occ","","","68440","Palaeophis ? toliapicus","species","65243","","Palaeophis toliapicus","species","65243","MP 10","","55.8","48.6","43531"
"1267074","occ","","","68440","Alethinophidia indet.","infraorder","164091","","Alethinophidia","infraorder","63404","MP 10","","55.8","48.6","43531"
"1267075","occ","","","68440","Russellophis tenuis","species","319694","","Russellophis tenuis","species","319694","MP 10","","55.8","48.6","43531"
"1267076","occ","","","68440","Russellophiidae indet.","family","180451","","Russellophiidae","family","180451","MP 10","","55.8","48.6","43531"
"1267077","occ","","","68440","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","MP 10","","55.8","48.6","43531"
"1267463","occ","","","84997","n. gen. Russellophis n. sp. tenuis","species","319694","","Russellophis tenuis","species","319694","MP 8 + 9","","55.8","48.6","16831"
"1267464","occ","","","84997","Calamagras gallicus","species","68035","","Calamagras gallicus","species","68035","MP 8 + 9","","55.8","48.6","7882"
"1267465","occ","","","35539","Calamagras n. sp. gallicus","species","68035","","Calamagras gallicus","species","68035","Ypresian","","56","47.8","7882"
"1267466","occ","","","35535","Calamagras gallicus","species","68035","","Calamagras gallicus","species","68035","Ypresian","","56","47.8","7882"
"1267467","occ","","","35533","Calamagras ? gallicus","species","68035","","Calamagras gallicus","species","68035","Ypresian","","56","47.8","7882"
"1267468","occ","","","28546","Calamagras gallicus","species","68035","","Calamagras gallicus","species","68035","Ypresian","","56","47.8","7882"
"1267469","occ","","","35533","Dunnophis matronensis","species","319695","","Dunnophis matronensis","species","319695","Ypresian","","56","47.8","55138"
"1267470","occ","","","35535","Dunnophis matronensis","species","319695","","Dunnophis matronensis","species","319695","Ypresian","","56","47.8","55138"
"1267471","occ","","","84997","Dunnophis matronensis","species","319695","","Dunnophis matronensis","species","319695","MP 8 + 9","","55.8","48.6","55138"
"1267472","occ","","","35539","Dunnophis n. sp. matronensis","species","319695","","Dunnophis matronensis","species","319695","Ypresian","","56","47.8","55138"
"1276718","occ","","","16664","Boidae indet.","family","38086","","Boidae","family","38086","Bridgerian","Early Uintan","50.3","40.4","1681"
"1276756","occ","","","16590","Boidae indet.","family","38086","","Boidae","family","38086","Uintan","","46.2","40.4","1681"
"1276766","occ","","","16786","Boidae indet.","family","38086","","Boidae","family","38086","Uintan","","46.2","40.4","1681"
"1276792","occ","","","16791","Boidae indet.","family","38086","","Boidae","family","38086","Uintan","","46.2","40.4","1681"
"1276794","occ","","","16790","Boidae indet.","family","38086","","Boidae","family","38086","Uintan","","46.2","40.4","1681"
"1276798","occ","","","16810","Boavus affinis","species","68101","","Boavus affinis","species","68101","Duchesnean","","40.4","37.2","1681"
"1276799","occ","","","16810","Boidae indet.","family","38086","","Boidae","family","38086","Duchesnean","","40.4","37.2","1681"
"1276852","occ","","","16692","Boidae indet.","family","38086","","Boidae","family","38086","Early Uintan","","46.2","40.4","1681"
"1276853","occ","","","16672","Boidae indet.","family","38086","","Boidae","family","38086","Early Uintan","","46.2","40.4","1681"
"1296631","occ","","","172927","Platyspondylia sp.","genus","38110","","Platyspondylia","genus","38110","MP 26","","28.4","23.03","56216"
"1296632","occ","","","172927","Booidea indet.","superfamily","38083","","Booidea","superfamily","38083","MP 26","","28.4","23.03","56216"
"1296825","occ","","","65159","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Bartonian","","41.3","38","56230"
"1303086","occ","","","166598","Boidae indet.","family","38086","","Boidae","family","38086","Late Paleocene","","58.7","55.8","56866"
"1304448","occ","","","174578","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Barstovian","","15.97","13.6","56984"
"1306682","occ","","","153751","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306683","occ","","","153753","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306684","occ","","","153760","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306685","occ","","","153745","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306688","occ","","","153749","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306689","occ","","","153761","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306690","occ","","","153758","Eryx ? sp.","genus","53235","","Eryx","genus","53235","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306697","occ","","","153751","Colubridae indet.","family","38127","","Colubridae","family","38127","Aquitanian","Burdigalian","23.03","15.97","56987"
"1306699","occ","","","153761","Colubridae indet.","family","38127","","Colubridae","family","38127","Aquitanian","Burdigalian","23.03","15.97","56987"
"1309506","occ","","","49076","Boidae informal unnamed taxon 2","species","38086","species not entered","Boidae","family","38086","Danian","","66","61.6","13105"
"1309520","occ","","","67706","Gigantophis garstini","species","64909","","Gigantophis garstini","species","64909","Priabonian","","38","33.9","57547"
"1309521","occ","","","67706","Pterosphenus schweinfurthi","species","65235","","Pterosphenus schweinfurthi","species","86282","Priabonian","","38","33.9","57547"
"1309522","occ","","","67706","Booidea informal taxon A","superfamily","38083","obsolete variant of","Booidea","superfamily","38083","Priabonian","","38","33.9","57547"
"1309523","occ","","","67706","Booidea informal taxon B","superfamily","38083","obsolete variant of","Booidea","superfamily","38083","Priabonian","","38","33.9","57547"
"1309524","occ","","","67706","Tropidophiidae indet.","family","65244","","Tropidophiidae","family","65244","Priabonian","","38","33.9","57547"
"1309525","occ","","","67706","Russellophiidae indet.","family","180451","","Russellophiidae","family","180451","Priabonian","","38","33.9","57547"
"1309526","occ","","","67706","n. gen. Renenutet n. sp. enmerwer","species","334103","","Renenutet enmerwer","species","334103","Priabonian","","38","33.9","57547"
"1309527","occ","","","67706","Caenophidia indet.","unranked clade","38122","","Caenophidia","unranked clade","38122","Priabonian","","38","33.9","57547"
"1309528","occ","","","67706","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Priabonian","","38","33.9","57547"
"1309529","occ","","","39075","n. gen. Eophis n. sp. underwoodi","species","334096","","Eophis underwoodi","species","334096","Late Bathonian","","167.7","164.7","56265"
"1309557","occ","","","175727","Vipera sp.","genus","38158","","Vipera","genus","38158","MN 5","","15.97","13.65","57549"
"1309558","occ","","","175727","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","MN 5","","15.97","13.65","57549"
"1310544","occ","","","175903","Scolecophidia indet.","infraorder","249034","","Scolecophidia","infraorder","38070","Late Miocene","","11.608","5.333","57643"
"1312170","occ","","","176140","Booidea indet.","superfamily","38083","","Booidea","superfamily","38083","Middle Eocene","","48.6","37.2","57830"
"1312208","occ","","","144474","Anilioidea indet.","superfamily","38078","","Anilioidea","superfamily","38078","Middle Eocene","","48.6","37.2","57830"
"1312209","occ","","","144474","Booidea indet.","superfamily","38083","","Booidea","superfamily","38083","Middle Eocene","","48.6","37.2","57830"
"1312313","occ","","","176130","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Oligocene","","28.4","23.03","57830"
"1312314","occ","","","176130","Booidea indet.","superfamily","38083","","Booidea","superfamily","38083","Late Oligocene","","28.4","23.03","57830"
"1312315","occ","","","176130","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Late Oligocene","","28.4","23.03","57830"
"1312357","occ","","","176147","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Oligocene","","28.4","23.03","57830"
"1312577","occ","","","176133","Booidea indet.","superfamily","38083","","Booidea","superfamily","38083","Late Miocene","","11.608","5.333","57830"
"1312603","occ","","","176143","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Miocene","","11.608","5.333","57830"
"1313016","occ","","","176213","Pythonidae indet.","family","99994","","Pythonidae","family","67624","Late Pleistocene","","0.126","0.0117","57850"
"1313216","occ","","","27014","Coniophis ? sp.","genus","38081","","Coniophis","genus","38081","Maastrichtian","","72.1","66","57897"
"1313270","occ","","","136269","Typhlops sp.","genus","38072","","Typhlops","genus","38072","MN 4","","16.9","15.97","57907"
"1313271","occ","","","136269","Palaeonaja sp.","genus","38155","subjective synonym of","Naja","genus","38154","MN 4","","16.9","15.97","57907"
"1314490","occ","","","49078","Boidae indet.","family","38086","","Boidae","family","38086","Late Eocene","","37.2","33.9","57994"
"1315673","occ","","","176570","""Colubridae"" indet.","family","38127","","Colubridae","family","38127","Santacrucian","","17.5","16.3","58177"
"1315946","occ","","","77233","n. gen. Simoliophis n. sp. rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","58201"
"1316052","occ","","","77231","Simoliophis rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","58201"
"1316543","occ","","","107076","Simoliophis rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","58201"
"1316544","occ","","","138329","Simoliophis rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","58201"
"1317463","occ","","","16614","Alethinophidia indet.","infraorder","164091","","Alethinophidia","infraorder","63404","Uintan","","46.2","40.4","58115"
"1317539","occ","","","162464","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Early Oligocene","","33.9","28.4","58406"
"1320560","occ","","","28298","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Pleistocene","","2.588","0.0117","58734"
"1320565","occ","","","28298","Pseudonaja sp.","genus","338823","","Pseudonaja","genus","338823","Pleistocene","","2.588","0.0117","58701"
"1320870","occ","","","136075","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Middle Pleistocene","Late Pleistocene","0.781","0.0117","58701"
"1320871","occ","","","136075","Elapidae indet.","family","38153","","Elapidae","family","38153","Middle Pleistocene","Late Pleistocene","0.781","0.0117","58701"
"1321166","occ","","","136172","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Late Pleistocene","Holocene","0.126","0","58701"
"1321167","occ","","","136172","Notechis scutatus","species","338825","species not entered","Notechis","genus","338825","Late Pleistocene","Holocene","0.126","0","58701"
"1321168","occ","","","136172","Pseudechis porphyriacus","species","339048","","Pseudechis porphyriacus","species","339046","Late Pleistocene","Holocene","0.126","0","58701"
"1321169","occ","","","136172","Pseudonaja nuchalis","species","338824","","Pseudonaja nuchalis","species","338824","Late Pleistocene","Holocene","0.126","0","58701"
"1321219","occ","","","136430","Notechis scutatus","species","338825","species not entered","Notechis","genus","338825","Pleistocene","","2.588","0.0117","58701"
"1321220","occ","","","136430","Pseudechis porphyriacus","species","339048","","Pseudechis porphyriacus","species","339046","Pleistocene","","2.588","0.0117","58701"
"1321221","occ","","","136430","Pseudonaja nuchalis","species","338824","","Pseudonaja nuchalis","species","338824","Pleistocene","","2.588","0.0117","58701"
"1321303","occ","","","136159","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Pleistocene","","2.588","0.0117","58701"
"1321343","occ","","","136073","Notechis scutatus","species","338825","species not entered","Notechis","genus","338825","Pleistocene","","2.588","0.0117","36547"
"1321380","occ","","","136072","Austrelaps superbus","species","339268","","Austrelaps superbus","species","339266","Pleistocene","","2.588","0.0117","58806"
"1321789","occ","","","136076","Elapidae indet.","family","38153","","Elapidae","family","38153","Pleistocene","","2.588","0.0117","58806"
"1322106","occ","","","106498","Wonambi n. sp. barriei","species","81590","","Wonambi barriei","species","81590","Early Miocene","","23.03","15.97","12828"
"1322108","occ","","","134946","Wonambi barriei","species","81590","","Wonambi barriei","species","81590","Early Miocene","","23.03","15.97","12828"
"1322109","occ","","","134946","Wonambi ? barriei","species","81590","","Wonambi barriei","species","81590","Early Miocene","","23.03","15.97","58841"
"1322119","occ","","","106498","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Early Miocene","","23.03","15.97","58841"
"1322120","occ","","","135706","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Late Oligocene","","28.4","23.03","58841"
"1322121","occ","","","28420","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Middle Miocene","","15.97","11.608","58841"
"1322123","occ","","","106497","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Early Miocene","","23.03","15.97","58841"
"1322150","occ","","","154249","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Middle Miocene","","15.97","11.608","58841"
"1322201","occ","","","117979","Yurlunggur sp.","genus","64892","","Yurlunggur","genus","64892","Early Miocene","","23.03","15.97","58841"
"1322985","occ","","","96021","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Pleistocene","","2.588","0.0117","58885"
"1322986","occ","","","136222","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Pleistocene","","2.588","0.0117","58885"
"1323236","occ","","","135983","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Pleistocene","","2.588","0.0117","58841"
"1323292","occ","","","136228","Wonambi naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Late Miocene","Early Pliocene","11.608","3.6","58841"
"1327609","occ","","","74660","Boidae indet.","family","38086","","Boidae","family","38086","Campanian","","83.6","72.1","59044"
"1327610","occ","","","74660","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Campanian","","83.6","72.1","59044"
"1327856","occ","","","104945","Palaeophis sp.","genus","36405","","Palaeophis","genus","36405","Maastrichtian","","72.1","66","35127"
"1329810","occ","","","38879","Boinae indet.","subfamily","53184","","Boinae","subfamily","53184","Middle Eocene","Late Eocene","48.6","33.9","59235"
"1329813","occ","","","14205","Madtsoia ? sp.","genus","38105","","Madtsoia","genus","38105","Early Eocene","","55.8","48.6","59238"
"1329814","occ","","","13779","Madtsoia ? sp.","genus","38105","","Madtsoia","genus","38105","Middle Eocene","","48.6","37.2","59238"
"1329826","occ","","","176561","n. gen. Lunaophis n. sp. aquaticus","species","341248","","Lunaophis aquaticus","species","341248","Cenomanian","","100.5","93.9","59241"
"1329853","occ","","","13779","Boa ? sp.","genus","105628","","Boa","genus","105628","Middle Eocene","","48.6","37.2","59238"
"1329854","occ","","","176491","n. gen. Chubutophis n. sp. grandis","species","341251","","Chubutophis grandis","species","341251","Middle Eocene","","48.6","37.2","59238"
"1329855","occ","","","141758","Boinae indet.","subfamily","53184","","Boinae","subfamily","53184","Middle Eocene","","48.6","37.2","59238"
"1329863","occ","","","14211","Madtsoia ? sp.","genus","38105","","Madtsoia","genus","38105","Deseadan","","29","21","59244"
"1334267","occ","","","179814","n. gen. Coprophis n. sp. dakotaensis","species","344374","","Coprophis dakotaensis","species","344374","Orellan","","33.9","33.3","59642"
"1336056","occ","","","16228","n. gen. Boavus n. sp. occidentalis","species","68100","","Boavus occidentalis","species","68100","Bridgerian","","50.3","46.2","14699"
"1336058","occ","","","165176","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Bartonian","","41.3","38","59819"
"1336065","occ","","","180198","Boavus occidentalis","species","68100","","Boavus occidentalis","species","68100","Bridgerian","","50.3","46.2","14699"
"1336066","occ","","","180199","Boavus occidentalis","species","68100","","Boavus occidentalis","species","68100","Bridgerian","","50.3","46.2","14699"
"1336067","occ","","","16228","Boavus n. sp. agilis","species","84422","subjective synonym of","Boavus occidentalis","species","68100","Bridgerian","","50.3","46.2","14699"
"1336068","occ","","","180200","Boavus occidentalis","species","68100","","Boavus occidentalis","species","68100","Bridgerian","","50.3","46.2","14699"
"1336069","occ","","","16201","Boavus occidentalis","species","68100","","Boavus occidentalis","species","68100","Bridgerian","","50.3","46.2","14699"
"1336070","occ","","","16228","Boavus n. sp. brevis","species","68102","","Boavus brevis","species","68102","Bridgerian","","50.3","46.2","14699"
