"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"479600","occ","","","47808","n. gen. Dinilysia n. sp. patagonica","species","57032","","Dinilysia patagonica","species","57032","Santonian","","86.3","83.6","10263"
"479632","occ","","","47810","Dinilysia patagonica","species","57032","","Dinilysia patagonica","species","57032","Santonian","","86.3","83.6","12794"
"480313","occ","","","11804","n. gen. Haasiophis n. sp. terrasanctus","species","65326","","Haasiophis terrasanctus","species","65326","Early Cenomanian","Middle Cenomanian","99.6","93.5","12825"
"480339","occ","","","28364","n. gen. Wonambi n. sp. naracoortensis","species","67684","","Wonambi naracoortensis","species","67684","Middle Pleistocene","","0.781","0.126","12827"
"480340","occ","","","28364","Pseudonaja cf. nuchalis","species","338824","","Pseudonaja nuchalis","species","338824","Middle Pleistocene","","0.781","0.126","12827"
"480341","occ","","","28364","Notechis cf. scutatus","species","338825","species not entered","Notechis","genus","338825","Middle Pleistocene","","0.781","0.126","12827"
"480342","occ","","","28364","Pseudechis cf. porphyriacus","species","339048","","Pseudechis porphyriacus","species","339046","Middle Pleistocene","","0.781","0.126","12827"
"481309","occ","","","48074","Pterosphenus n. sp. kutchensis","species","65236","","Pterosphenus kutchensis","species","65236","Lutetian","","47.8","41.3","12867"
"481310","occ","","","48074","Pterosphenus n. sp. biswasi","species","65237","","Pterosphenus biswasi","species","65237","Lutetian","","47.8","41.3","12867"
"481311","occ","","","48074","Pterosphenus sp.","genus","36413","","Pterosphenus","genus","36413","Lutetian","","47.8","41.3","12867"
"481312","occ","","","48074","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Lutetian","","47.8","41.3","12867"
"481313","occ","","","48075","Pterosphenus kutchensis","species","65236","","Pterosphenus kutchensis","species","65236","Ypresian","","56","47.8","12867"
"481314","occ","","","48075","Pterosphenus biswasi","species","65237","","Pterosphenus biswasi","species","65237","Ypresian","","56","47.8","12867"
"481315","occ","","","48075","Pterosphenus sp.","genus","36413","","Pterosphenus","genus","36413","Ypresian","","56","47.8","12867"
"481316","occ","","","48076","Pterosphenus n. sp. sheppardi","species","65233","","Pterosphenus sheppardi","species","65233","Late Eocene","","37.2","33.9","12868"
"481319","occ","","","48077","Pterosphenus schweinfurthi","species","65235","","Pterosphenus schweinfurthi","species","86282","Bartonian","Late Eocene","41.3","33.9","12869"
"481320","occ","","","48077","Gigantophis garstini","species","64909","","Gigantophis garstini","species","64909","Bartonian","Late Eocene","41.3","33.9","12869"
"481420","occ","","","48091","n. gen. Hechtophis n. sp. austrinus","species","64873","","Hechtophis austrinus","species","64873","Late Paleocene","Early Eocene","58.7","48.6","12871"
"481421","occ","","","48091","cf. Hechtophis sp.","genus","64872","","Hechtophis","genus","64872","Late Paleocene","Early Eocene","58.7","48.6","12871"
"481422","occ","","","48091","Corallus n. sp. priscus","species","67662","","Corallus priscus","species","67662","Late Paleocene","Early Eocene","58.7","48.6","12871"
"481423","occ","","","48091","cf. Corallus sp.","genus","67661","","Corallus","genus","67661","Late Paleocene","Early Eocene","58.7","48.6","12871"
"481424","occ","","","48091","Waincophis n. sp. pressulus","species","253249","","Waincophis pressulus","species","253249","Late Paleocene","Early Eocene","58.7","48.6","12871"
"481425","occ","","","48091","Waincophis n. sp. cameratus","species","253250","","Waincophis cameratus","species","253250","Late Paleocene","Early Eocene","58.7","48.6","12871"
"481558","occ","","","48097","Palaeophis n. sp. colossaeus","species","65107","","Palaeophis colossaeus","species","65107","Ypresian","","56","47.8","12884"
"481734","occ","","","48075","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Ypresian","","56","47.8","12867"
"481738","occ","","","48091","Madtsoia n. sp. camposi","species","64878","","Madtsoia camposi","species","64878","Late Paleocene","Early Eocene","58.7","48.6","12895"
"481739","occ","","","48091","Coniophis cf. precedens","species","54231","","Coniophis precedens","species","54231","Late Paleocene","Early Eocene","58.7","48.6","12895"
"481740","occ","","","48091","n. gen. Hoffstetterella n. sp. brasiliensis","species","64880","","Hoffstetterella brasiliensis","species","64880","Late Paleocene","Early Eocene","58.7","48.6","12895"
"481741","occ","","","48091","cf. Hoffstetterella brasiliensis","species","64880","","Hoffstetterella brasiliensis","species","64880","Late Paleocene","Early Eocene","58.7","48.6","12895"
"481749","occ","","","48126","Python sp.","genus","38114","","Python","genus","38114","Middle Miocene","","15.97","11.608","12897"
"481750","occ","","","48126","Viperidae indet.","family","38156","","Viperidae","family","38156","Middle Miocene","","15.97","11.608","28326"
"481751","occ","","","48126","Acrochordus sp.","genus","36380","","Acrochordus","genus","36380","Middle Miocene","","15.97","11.608","12897"
"481752","occ","","","48126","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Middle Miocene","","15.97","11.608","12897"
"481754","occ","","","48126","Colubridae indet.","family","38127","","Colubridae","family","38127","Middle Miocene","","15.97","11.608","12897"
"481960","occ","","","48159","Palaeophis oweni","species","36405","misspelling of, species not entered","Palaeophis","genus","36405","Middle Eocene","","48.6","37.2","12903"
"482011","occ","","","48173","Bavarioboa sp.","genus","64881","","Bavarioboa","genus","64881","Orleanian","","20","15.97","12904"
"482012","occ","","","48173","Coluber dolnicensis","species","256068","","Coluber dolnicensis","species","256068","Orleanian","","20","15.97","12904"
"482013","occ","","","48173","Coluber suevicus","species","64956","","Coluber suevicus","species","251344","Orleanian","","20","15.97","12904"
"482014","occ","","","48173","Coluber caspioides","species","64914","","Coluber caspioides","species","64914","Orleanian","","20","15.97","12904"
"482015","occ","","","48173","cf. Elaphe sp.","genus","38134","","Elaphe","genus","38134","Orleanian","","20","15.97","12904"
"482016","occ","","","48173","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Orleanian","","20","15.97","12904"
"482017","occ","","","48173","Natrix sansaniensis","species","38138","species not entered","Natrix","genus","38138","Orleanian","","20","15.97","12904"
"482018","occ","","","48173","Natrix n. sp. merkurensis","species","251199","","Natrix merkurensis","species","251199","Orleanian","","20","15.97","12904"
"482019","occ","","","48173","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Orleanian","","20","15.97","12904"
"482020","occ","","","48173","Elapidae indet.","family","38153","","Elapidae","family","38153","Orleanian","","20","15.97","12904"
"482021","occ","","","48173","Vipera sp.","genus","38158","","Vipera","genus","38158","Orleanian","","20","15.97","12904"
"482026","occ","","","48175","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","MN 12","","7.75","7.246","12908"
"482027","occ","","","48175","Eryx sp.","genus","53235","","Eryx","genus","53235","MN 12","","7.75","7.246","12908"
"482028","occ","","","48175","Natrix cf. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","MN 12","","7.75","7.246","12908"
"482029","occ","","","48175","cf. Elaphe kohfidischi","species","64894","","Elaphe kohfidischi","species","64894","MN 12","","7.75","7.246","12908"
"482030","occ","","","48175","Vipera (Vipera) n. sp. meotica","species","319679","","Vipera (Vipera) meotica","species","319679","MN 12","","7.75","7.246","12908"
"483169","occ","","","48294","Coluber hungaricus","species","64915","","Coluber hungaricus","species","250720","Turolian","","8.7","5.333","12909"
"483170","occ","","","48294","Coronella n. sp. miocaenica","species","64899","","Coronella miocaenica","species","64899","Turolian","","8.7","5.333","12909"
"483171","occ","","","48294","Elaphe praelongissima","species","250806","","Elaphe praelongissima","species","250806","Turolian","","8.7","5.333","12909"
"483172","occ","","","48294","Elaphe n. sp. szyndlari","species","64918","","Elaphe szyndlari","species","64918","Turolian","","8.7","5.333","12909"
"483173","occ","","","48294","Telescopus sp.","genus","64897","","Telescopus","genus","64897","Turolian","","8.7","5.333","12909"
"483174","occ","","","48294","Natrix cf. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","Turolian","","8.7","5.333","12909"
"483175","occ","","","48294","Macrovipera gedulyi","species","64917","","Macrovipera gedulyi","species","64917","Turolian","","8.7","5.333","12909"
"483176","occ","","","48295","Coluber hungaricus","species","64915","","Coluber hungaricus","species","250720","Turolian","","8.7","5.333","12909"
"483177","occ","","","48295","Coronella miocaenica","species","64899","","Coronella miocaenica","species","64899","Turolian","","8.7","5.333","12909"
"483178","occ","","","48295","Elaphe szyndlari","species","64918","","Elaphe szyndlari","species","64918","Turolian","","8.7","5.333","12909"
"483179","occ","","","48295","Telescopus sp.","genus","64897","","Telescopus","genus","64897","Turolian","","8.7","5.333","12909"
"483180","occ","","","48295","Macrovipera gedulyi","species","64917","","Macrovipera gedulyi","species","64917","Turolian","","8.7","5.333","12909"
"483181","occ","","","48296","Coluber hungaricus","species","64915","","Coluber hungaricus","species","250720","Turolian","","8.7","5.333","12909"
"483182","occ","","","48296","Coluber sp.","genus","38129","","Coluber","genus","38129","Turolian","","8.7","5.333","12909"
"483183","occ","","","48296","Coronella miocaenica","species","64899","","Coronella miocaenica","species","64899","Turolian","","8.7","5.333","12909"
"483184","occ","","","48296","Elaphe praelongissima","species","250806","","Elaphe praelongissima","species","250806","Turolian","","8.7","5.333","12909"
"483185","occ","","","48296","Natrix cf. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","Turolian","","8.7","5.333","12909"
"483186","occ","","","48296","Macrovipera gedulyi","species","64917","","Macrovipera gedulyi","species","64917","Turolian","","8.7","5.333","12909"
"483187","occ","","","45640","Nebraskophis sp.","genus","38139","","Nebraskophis","genus","38139","Priabonian","","38","33.9","12911"
"483188","occ","","","13314","n. gen. Yurlunggur n. sp. camfieldensis","species","64893","","Yurlunggur camfieldensis","species","64893","Middle Miocene","","15.97","11.608","12912"
"483341","occ","","","41460","cf. Pterosphenus sp.","genus","36413","","Pterosphenus","genus","36413","Bartonian","","41.3","38","12917"
"483342","occ","","","41456","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Bartonian","","41.3","38","12917"
"483348","occ","","","48329","Acrochordus dehmi","species","64908","","Acrochordus dehmi","species","64908","Late Miocene","","11.608","5.333","12921"
"483349","occ","","","48329","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Miocene","","11.608","5.333","12921"
"483352","occ","","","48330","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Late Pliocene","","3.6","2.588","12921"
"483353","occ","","","48330","Elapidae ? indet.","family","38153","","Elapidae","family","38153","Late Pliocene","","3.6","2.588","12921"
"483356","occ","","","48331","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Late Pliocene","","3.6","2.588","12921"
"483649","occ","","","14505","Boidae indet.","family","38086","","Boidae","family","38086","Lancian","","70.6","66","13103"
"483694","occ","23224","","25074","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"484076","occ","","","21855","Python cf. sebae","species","64924","","Python sebae","species","64924","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484077","occ","","","21855","Colubridae indet.","family","38127","","Colubridae","family","38127","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484078","occ","","","21855","cf. Naja sp.","genus","38154","","Naja","genus","38154","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484079","occ","","","21855","Colubroidea indet.","superfamily","38123","","Colubroidea","superfamily","38123","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484080","occ","","","21855","Vipera indet.","genus","38158","","Vipera","genus","38158","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484081","occ","","","21855","Bitis sp.","genus","38157","","Bitis","genus","38157","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484082","occ","","","21855","Viperidae indet.","family","38156","","Viperidae","family","38156","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484083","occ","","","21855","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Early Miocene","Middle Miocene","23.03","11.608","12936"
"484185","occ","","","46950","Trimeresurus sp.","genus","64930","","Trimeresurus","genus","64930","Burdigalian","","20.44","15.97","12940"
"484197","occ","","","48445","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Maastrichtian","","72.1","66","12941"
"484198","occ","","","48446","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","Vallesian","","11.608","8.7","12942"
"484199","occ","","","48446","Albaneryx n. sp. volynicus","species","319674","","Albaneryx volynicus","species","319674","Vallesian","","11.608","8.7","12942"
"484200","occ","30991","","48446","Bransateryx ? sp.","genus","38090","","Bransateryx","genus","38090","Vallesian","","11.608","8.7","54848"
"484201","occ","","","48446","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Vallesian","","11.608","8.7","12942"
"484202","occ","","","48446","Coluber sp.","genus","38129","","Coluber","genus","38129","Vallesian","","11.608","8.7","12942"
"484203","occ","","","48446","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Vallesian","","11.608","8.7","12942"
"484204","occ","30989","","48446","Vipera (Daboia) n. sp. ukrainica","species","318142","recombined as","Vipera (Macrovipera) ukrainica","species","318142","Vallesian","","11.608","8.7","54841"
"484205","occ","","","48446","Naja romani","species","64932","","Naja romani","species","64932","Vallesian","","11.608","8.7","12942"
"484206","occ","","","34589","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","Villanyian","","3.2","2.588","12942"
"484207","occ","","","34589","Malpolon sp.","genus","38136","","Malpolon","genus","38136","Villanyian","","3.2","2.588","12942"
"484208","occ","","","34589","Vipera indet.","genus","38158","","Vipera","genus","38158","Villanyian","","3.2","2.588","12942"
"484209","occ","","","34589","Naja sp.","genus","38154","","Naja","genus","38154","Villanyian","","3.2","2.588","12942"
"484674","occ","","","34840","Elaphe n. sp. paralongissima","species","64951","","Elaphe paralongissima","species","64951","MN 15","MN 16","4.2","2.588","12914"
"484675","occ","","","34840","Natrix cf. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","MN 15","MN 16","4.2","2.588","12914"
"484676","occ","","","33396","Coluber cf. viridiflavus","species","94477","","Coluber viridiflavus","species","94477","MN 15","","4.2","3.2","12914"
"484677","occ","","","33396","Natrix cf. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","MN 15","","4.2","3.2","12914"
"484678","occ","","","33396","Vipera ammodytes","species","319692","recombined as","Vipera (Vipera) ammodytes","species","319691","MN 15","","4.2","3.2","12914"
"484679","occ","","","32485","Elaphe aff. longissima","species","64955","","Elaphe longissima","species","64955","MN 17","","2.588","1.806","12914"
"484680","occ","","","32485","Coronella austriaca","species","252064","","Coronella austriaca","species","252064","MN 17","","2.588","1.806","12914"
"484681","occ","","","32485","Natrix natrix","species","64962","","Natrix natrix","species","64962","MN 17","","2.588","1.806","12914"
"484682","occ","","","32485","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","MN 17","","2.588","1.806","12914"
"484683","occ","","","33480","Elaphe aff. longissima","species","64955","","Elaphe longissima","species","64955","Early Pleistocene","","2.588","0.781","12914"
"484684","occ","","","33480","Coronella austriaca","species","252064","","Coronella austriaca","species","252064","Early Pleistocene","","2.588","0.781","12914"
"484685","occ","","","33480","Natrix natrix","species","64962","","Natrix natrix","species","64962","Early Pleistocene","","2.588","0.781","12914"
"484686","occ","","","33480","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Early Pleistocene","","2.588","0.781","12914"
"484687","occ","","","33874","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Pleistocene","","2.588","0.0117","12914"
"484688","occ","","","33874","Coronella austriaca","species","252064","","Coronella austriaca","species","252064","Pleistocene","","2.588","0.0117","12914"
"484689","occ","","","33874","Natrix natrix","species","64962","","Natrix natrix","species","64962","Pleistocene","","2.588","0.0117","12914"
"484690","occ","","","33874","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Pleistocene","","2.588","0.0117","12914"
"484691","occ","","","33977","Natrix natrix","species","64962","","Natrix natrix","species","64962","Middle Pleistocene","Late Pleistocene","0.781","0.0117","12914"
"484692","occ","","","33977","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Middle Pleistocene","Late Pleistocene","0.781","0.0117","12914"
"484693","occ","","","33872","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","MN 15","","4.2","3.2","12914"
"484694","occ","","","34192","Coronella austriaca","species","252064","","Coronella austriaca","species","252064","Pleistocene","","2.588","0.0117","12914"
"484695","occ","","","34192","Natrix natrix","species","64962","","Natrix natrix","species","64962","Pleistocene","","2.588","0.0117","12914"
"484696","occ","","","34192","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Pleistocene","","2.588","0.0117","12914"
"484697","occ","","","33979","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Late Pleistocene","","0.126","0.0117","12914"
"484698","occ","","","42596","Colubrinae informal indet . A","subfamily","53080","obsolete variant of","Colubrinae","subfamily","53080","Langhian","Serravallian","15.97","11.62","12914"
"484699","occ","","","42594","Ogmophis europaeus","species","38106","species not entered","Ogmophis","genus","38106","Langhian","Serravallian","15.97","11.62","12914"
"484700","occ","","","42594","n. gen. Palaeonatrix n. sp. silesiaca","species","38143","species not entered","Palaeonatrix","genus","38143","Langhian","Serravallian","15.97","11.62","12914"
"484701","occ","27843","","42594","Vipera sp.","genus","38158","","Vipera","genus","38158","Langhian","Serravallian","15.97","11.62","43743"
"484702","occ","","","42594","Coluber ? sp.","genus","38129","","Coluber","genus","38129","Langhian","Serravallian","15.97","11.62","12914"
"484703","occ","","","48517","n. gen. Zelceophis n. sp. xenos","species","64953","","Zelceophis xenos","species","64953","Turolian","","8.7","5.333","12914"
"484704","occ","","","48517","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Turolian","","8.7","5.333","12914"
"484705","occ","","","48517","Natrix n. sp. parva","species","64954","","Natrix parva","species","64954","Turolian","","8.7","5.333","12914"
"484965","occ","","","48539","Madtsoia n. sp. madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","12935"
"484966","occ","","","48540","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","12935"
"484967","occ","","","48541","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","12935"
"484968","occ","","","32240","Colubrinae informal indet. ""D""","subfamily","53080","obsolete variant of","Colubrinae","subfamily","53080","MN 14","","4.9","4.2","12914"
"484969","occ","","","32240","Viperidae informal indet ""B""","family","38156","obsolete variant of","Viperidae","family","38156","MN 14","","4.9","4.2","12914"
"484970","occ","","","33473","Coluber robertmertensi","species","64961","","Coluber robertmertensi","species","64961","MN 16","","3.2","2.588","12914"
"484971","occ","","","33473","Natrix n. sp. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","MN 16","","3.2","2.588","12914"
"484972","occ","","","33473","Vipera ammodytes","species","319692","recombined as","Vipera (Vipera) ammodytes","species","319691","MN 16","","3.2","2.588","12914"
"484973","occ","","","33638","Coluber cf. robertmertensi","species","64961","","Coluber robertmertensi","species","64961","MN 16","","3.2","2.588","12914"
"484974","occ","","","33638","Natrix cf. longivertebrata","species","64900","","Natrix longivertebrata","species","64900","MN 16","","3.2","2.588","12914"
"484975","occ","","","33638","Vipera ammodytes","species","319692","recombined as","Vipera (Vipera) ammodytes","species","319691","MN 16","","3.2","2.588","12914"
"484976","occ","","","33873","Elaphe aff. longissima","species","64955","","Elaphe longissima","species","64955","MN 14","MN 15","4.9","3.2","12914"
"484977","occ","","","33873","Coronella austriaca","species","252064","","Coronella austriaca","species","252064","MN 14","MN 15","4.9","3.2","12914"
"484978","occ","","","33873","Natrix natrix","species","64962","","Natrix natrix","species","64962","MN 14","MN 15","4.9","3.2","12914"
"484979","occ","","","33873","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","MN 14","MN 15","4.9","3.2","12914"
"484980","occ","","","48543","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Pleistocene","","2.588","0.0117","12914"
"484981","occ","","","48543","Coronella austriaca","species","252064","","Coronella austriaca","species","252064","Pleistocene","","2.588","0.0117","12914"
"484982","occ","","","48543","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Pleistocene","","2.588","0.0117","12914"
"484983","occ","","","48544","Natrix natrix","species","64962","","Natrix natrix","species","64962","Pleistocene","Holocene","2.588","0","12914"
"484984","occ","","","48545","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Pleistocene","Holocene","2.588","0","12914"
"484985","occ","","","48545","Natrix natrix","species","64962","","Natrix natrix","species","64962","Pleistocene","Holocene","2.588","0","12914"
"484988","occ","","","48542","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Pleistocene","","2.588","0.0117","12914"
"484989","occ","","","48542","Natrix natrix","species","64962","","Natrix natrix","species","64962","Pleistocene","","2.588","0.0117","12914"
"484997","occ","","","48550","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Pleistocene","","2.588","0.0117","12914"
"484999","occ","","","48552","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Pleistocene","","2.588","0.0117","12914"
"485000","occ","","","48552","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Pleistocene","","2.588","0.0117","12914"
"485001","occ","","","48553","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","12914"
"485002","occ","","","48554","Elaphe longissima","species","64955","","Elaphe longissima","species","64955","Holocene","","0.0117","0","12914"
"485003","occ","","","48554","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","12914"
"486018","occ","","","48630","Scolecophidia indet.","infraorder","38070","","Scolecophidia","infraorder","38070","Astaracian","","15.97","11.608","12976"
"486019","occ","","","48630","Python n. sp. maurus","species","65063","","Python maurus","species","65063","Astaracian","","15.97","11.608","12976"
"486020","occ","","","48630","Erycinae indet.","family","67485","invalid subgroup of","Boidae","family","38086","Astaracian","","15.97","11.608","12976"
"486021","occ","","","48630","Colubridae informal indet. 1","species","38127","species not entered","Colubridae","family","38127","Astaracian","","15.97","11.608","12976"
"486022","occ","","","48630","Naja n. sp. antiqua","species","65062","","Naja antiqua","species","65062","Astaracian","","15.97","11.608","12976"
"486023","occ","","","48630","Vipera n. sp. maghrebiana","species","65061","","Vipera maghrebiana","species","65061","Astaracian","","15.97","11.608","12976"
"486374","occ","","","48680","Acrochordus dehmi","species","64908","","Acrochordus dehmi","species","64908","Middle Miocene","","15.97","11.608","12990"
"486388","occ","","","48681","Acrochordus dehmi","species","64908","","Acrochordus dehmi","species","64908","Middle Miocene","","15.97","11.608","12990"
"486421","occ","","","48696","Acrochordus dehmi","species","64908","","Acrochordus dehmi","species","64908","Middle Miocene","","15.97","11.608","12990"
"487242","occ","","","48867","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Coniacian","Santonian","89.3","83.6","13027"
"487243","occ","18571","","48867","Madtsoia aff. madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Late Coniacian","Santonian","89.3","83.6","19060"
"487318","occ","","","48888","Vialovophis zhylan","species","65166","","Vialovophis zhylan","species","65166","Late Paleocene","","58.7","55.8","12996"
"487581","occ","","","48999","Alamitophis elongatus","species","277362","","Alamitophis elongatus","species","277362","Late Campanian","Early Maastrichtian","83.5","66","13069"
"487803","occ","","","49051","Nessovophis n. sp. zhylga","species","65229","","Nessovophis zhylga","species","65229","Ypresian","","56","47.8","12996"
"487814","occ","","","14519","Coniophis precedens","species","54231","","Coniophis precedens","species","54231","Lancian","","70.6","66","42713"
"488162","occ","","","14566","Coniophis precedens","species","54231","","Coniophis precedens","species","54231","Lancian","","70.6","66","42713"
"488434","occ","","","49076","Aniliidae indet.","family","38079","","Aniliidae","family","38079","Danian","","66","61.6","13105"
"488435","occ","","","49076","Boidae informal unnamed taxon 1","species","38086","species not entered","Boidae","family","38086","Danian","","66","61.6","13105"
"488436","occ","","","49076","Madtsoiidae ? indet.","family","53179","","Madtsoiidae","family","64923","Danian","","66","61.6","13105"
"488437","occ","","","49076","Tropidophiidae indet.","family","65244","","Tropidophiidae","family","65244","Danian","","66","61.6","13105"
"488438","occ","","","49077","Boidae indet.","family","38086","","Boidae","family","38086","Danian","","66","61.6","13105"
"488439","occ","","","49078","Colubridae indet.","family","38127","","Colubridae","family","38127","Late Eocene","","37.2","33.9","13106"
"488454","occ","","","49083","Boidae indet.","family","38086","","Boidae","family","38086","Late Eocene","","37.2","33.9","13106"
"488645","occ","","","49096","n. gen. Michauxophis n. sp. occitanus","species","65252","","Michauxophis occitanus","species","65252","Late Pliocene","","3.6","2.588","13110"
"488727","occ","","","49136","Palaeophis ferganicus","species","65242","","Palaeophis ferganicus","species","65242","Ypresian","","56","47.8","12996"
"488744","occ","","","49137","Pterosphenus n. sp. muruntau","species","65291","nomen dubium","Pterosphenus","genus","36413","Bartonian","","41.3","38","12996"
"488745","occ","","","49137","Nessovophis n. sp. tamdy","species","65290","recombined as","Palaeophis tamdy","species","65290","Bartonian","","41.3","38","12996"
"488788","occ","","","49152","Palaeophis sp.","genus","36405","","Palaeophis","genus","36405","Bartonian","","41.3","38","12996"
"488807","occ","","","49160","Palaeophis n. sp. udovichenkoi","species","65293","subjective synonym of","Palaeophis nessovi","species","65294","Bartonian","Priabonian","41.3","33.9","12996"
"488850","occ","","","49167","Nigerophiidae indet.","family","53990","","Nigerophiidae","family","53990","Priabonian","","38","33.9","12996"
"488851","occ","","","49167","Palaeophis n. sp. nessovi","species","65294","","Palaeophis nessovi","species","65294","Priabonian","","38","33.9","12996"
"491070","occ","","","49557","Patagoniophis parvus","species","81594","","Patagoniophis parvus","species","81594","Late Campanian","Early Maastrichtian","83.5","66","13269"
"491071","occ","","","49557","Alamitophis argentinus","species","53178","","Alamitophis argentinus","species","53178","Late Campanian","Early Maastrichtian","83.5","66","13269"
"491072","occ","","","49557","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Late Campanian","Early Maastrichtian","83.5","66","13269"
"491073","occ","21280","","49557","Australophis anilioides","species","140882","","Australophis anilioides","species","140882","Late Campanian","Early Maastrichtian","83.5","66","29129"
"492221","occ","","","31765","Boidae informal B","family","38086","obsolete variant of","Boidae","family","38086","Priabonian","","38","33.9","12515"
"492241","occ","","","31764","Boidae informal B","family","38086","obsolete variant of","Boidae","family","38086","Priabonian","","38","33.9","12515"
"492242","occ","","","31764","Boidae informal C","family","38086","obsolete variant of","Boidae","family","38086","Priabonian","","38","33.9","12515"
"493125","occ","","","49812","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Middle Pleistocene","","0.781","0.126","13377"
"493248","occ","","","49816","Vipera berus","species","319067","recombined as","Vipera (Pelias) berus","species","319065","Middle Pleistocene","","0.781","0.126","13380"
"493249","occ","","","49816","Natrix natrix","species","64962","","Natrix natrix","species","64962","Middle Pleistocene","","0.781","0.126","13380"
"494644","occ","","","49995","cf. Natrix natrix","species","64962","","Natrix natrix","species","64962","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"494657","occ","","","49997","cf. Natrix natrix","species","64962","","Natrix natrix","species","64962","Early Pleistocene","Middle Pleistocene","2.588","0.126","13428"
"495557","occ","","","34981","Natrix natrix","species","64962","","Natrix natrix","species","64962","Middle Pleistocene","","0.781","0.126","13427"
